ID,SeasonCode,ProductCode,CycleCode,CountryCode,Biz_unit_Code,CatCode,SubCatCode,UnitBaseCode,GenderCode,GroupCode,ColourCode,First_Sale_Date,PVP,Dist_phase,Units_Sold,Stock
56220000,5,16,2,4,4,4,9,26,2,8,3,20160509,5.00,1,201,202
56220B11,5,16,2,4,3,3,10,104,2,8,5,20160511,4.00,3,68,155
5624BC00,5,7,2,2,4,4,12,186,1,2,1,20160301,11.50,2,34,220
56279327,5,16,2,4,4,4,12,46,1,8,1,20160308,5.00,2,173,40
5627A545,5,16,2,4,4,4,12,46,1,8,1,20160308,5.00,2,178,45
562DB800,5,7,2,5,3,3,6,13,1,2,8,20160414,10.00,4,86,89
562DBE06,5,34,2,5,3,3,6,381,1,2,3,20160331,9.00,4,32,125
56412169,5,5,2,4,3,3,6,363,1,9,2,20160314,5.00,1,49,264
56460A26,5,11,1,2,3,3,6,84,1,10,1,20160318,3.00,5,31,71
564C7A74,5,21,2,1,3,11,20,74,1,10,8,20160322,3.00,0,53,67
564C7E78,5,21,2,1,3,11,20,74,1,10,1,20160324,3.00,0,30,66
564D1428,5,21,2,1,3,11,20,74,1,2,9,20160405,5.00,2,51,39
564D1832,5,21,2,1,3,11,20,74,1,2,8,20160405,5.00,2,36,22
564D2040,5,21,2,1,3,11,20,74,1,2,2,20160330,5.00,3,97,20
564D2848,5,21,2,1,3,11,20,74,1,2,3,20160328,5.00,1,25,46
564D2C52,5,21,2,1,3,11,20,74,1,2,2,20160331,5.00,4,19,92
564D3864,5,21,2,1,3,11,20,74,1,2,2,20160402,5.00,2,10,128
564D3C68,5,21,2,1,3,11,20,74,1,2,2,20160430,5.00,0,23,229
564D4072,5,21,2,1,3,11,20,74,1,2,2,20160331,5.00,0,25,43
564D4476,5,21,2,1,3,11,20,74,1,2,1,20160401,5.00,1,16,136
564D5896,5,21,2,1,3,11,20,74,1,2,3,20160331,5.00,0,11,96
564E5D57,5,41,2,1,4,15,73,338,2,2,2,20160323,2.00,10,1,208
564F8351,5,34,2,2,3,3,6,381,1,2,1,20160328,9.00,1,65,114
5660C670,5,9,2,7,4,4,9,188,2,2,2,20160606,9.00,4,260,190
56643650,5,26,2,1,4,10,12,161,1,2,2,20160317,9.00,0,134,107
56650456,5,26,2,1,3,11,20,114,1,10,2,20160304,4.00,0,12,67
56650A62,5,26,2,1,3,11,20,114,1,10,8,20160303,4.00,0,41,33
56652488,5,26,2,1,3,11,28,160,2,10,2,20160304,4.00,0,50,45
56652C96,5,26,2,1,3,11,28,160,2,10,5,20160304,4.00,0,4,152
56653404,5,26,2,1,3,11,28,160,2,10,2,20160304,4.00,0,19,89
5665EF91,5,3,2,1,4,4,9,340,2,2,2,20160307,15.00,8,130,73
56672A06,5,9,2,2,4,4,9,188,2,2,2,20160503,9.00,3,48,296
5682D892,5,34,2,2,3,3,11,90,1,2,11,20160328,6.50,1,62,145
5.69E+70,5,38,2,2,3,11,20,197,1,2,7,0,13.00,0,0,114
56877674,5,38,2,2,3,11,20,197,1,2,7,20160412,13.00,2,8,94
56877D81,5,38,2,2,4,10,12,195,1,2,7,20160404,13.00,1,10,276
56878A94,5,38,2,2,4,10,9,216,2,2,2,20160415,13.00,5,12,482
5.69E+102,5,38,2,2,4,10,9,216,2,2,7,20160428,13.00,18,6,302
5687A420,5,38,2,2,3,11,20,197,1,2,3,20160418,13.00,15,6,271
5687AE30,5,38,2,2,4,10,12,195,1,2,1,20160510,13.00,16,40,434
5687B335,5,38,2,2,4,10,12,195,1,2,15,20160510,13.00,30,28,240
5687C856,5,38,2,2,4,10,9,216,2,2,7,20160407,13.00,4,3,199
56881129,5,21,2,1,3,11,20,270,1,2,2,20160302,8.00,3,59,204
5688D424,5,21,2,1,3,11,28,113,2,2,11,20160325,5.00,0,21,47
5688E339,5,21,2,1,3,11,20,57,1,2,2,20160324,6.50,0,16,276
5688E743,5,21,2,1,3,11,28,383,2,2,11,20160324,6.50,0,69,176
568A4997,5,21,2,1,3,11,28,113,2,10,2,20160322,3.00,0,128,40
568A4E02,5,75,2,1,4,13,68,316,1,2,8,20160329,2.00,2,17,147
5691B800,5,26,2,1,3,11,28,160,2,10,2,20160316,4.00,3,42,160
5691BC04,5,26,2,1,3,11,28,160,2,10,11,20160314,4.00,1,41,77
56A37743,5,26,2,1,3,11,20,58,1,2,2,20160222,10.00,1,119,162
56A39775,5,26,2,1,4,10,9,301,2,2,2,20160304,10.00,0,45,444
56A42B23,5,43,2,1,4,10,9,396,2,10,3,0,1.00,0,0,0
56A42E26,5,56,2,1,4,10,9,396,2,10,5,0,1.00,0,0,0
56A43B39,5,56,2,1,4,10,9,396,2,10,2,0,1.00,0,0,0
56A45D73,5,56,2,1,4,10,12,397,1,10,8,0,1.00,0,0,0
56A46985,5,56,2,1,4,10,12,397,1,10,10,0,1.00,0,0,0
56A47193,5,56,2,1,4,10,12,397,1,10,2,0,1.00,0,0,0
56A48109,5,56,2,1,4,10,12,397,1,10,3,0,1.00,0,0,0
56A53D97,5,38,2,1,3,11,28,113,2,2,7,20160407,5.00,4,5,246
56A54101,5,38,2,1,3,11,28,113,2,2,2,20160405,5.00,2,22,199
56A54505,5,38,2,1,3,11,28,113,2,2,2,20160510,5.00,10,59,229
56A54909,5,38,2,1,3,11,20,74,1,2,2,20160509,5.00,9,35,243
56A54D13,5,38,2,2,3,11,28,200,2,2,2,20160530,13.00,3,119,323
56A55420,5,38,2,2,3,11,28,200,2,2,9,20160531,13.00,4,96,214
56A55B27,5,38,2,2,4,10,12,195,1,2,9,20160531,13.00,12,55,433
56A56638,5,38,2,2,3,11,28,200,2,2,7,20160530,13.00,3,15,93
56A56F47,5,38,2,2,3,11,28,200,2,2,11,20160531,13.00,4,36,294
56A9F101,5,9,2,2,3,3,10,241,2,8,3,20160506,8.00,12,13,320
56AE5828,5,33,2,5,3,8,25,249,1,2,1,20160603,6.50,1,59,109
56AE5D33,5,19,2,5,3,8,15,35,2,2,13,20160603,8.00,1,38,30
56AE6137,5,33,2,5,4,15,40,142,2,2,2,20160604,9.00,2,56,57
56AE9D97,5,26,2,1,3,11,28,160,2,2,2,20160405,9.00,0,26,140
56AEAF15,5,26,2,1,4,10,9,165,2,2,2,20160407,9.00,0,32,90
56AEBD29,5,26,2,1,4,10,12,161,1,2,8,20160411,8.00,1,94,202
56AF4464,5,67,2,1,4,13,57,264,1,8,2,20160330,5.00,3,49,57
56AF4767,5,67,2,1,4,13,57,264,3,8,2,20160429,5.00,33,29,146
56C9FD05,5,1,2,5,4,4,9,348,2,2,2,20160308,6.50,2,275,124
56CBEB99,5,34,2,4,3,3,6,89,1,8,2,20160707,5.00,1,68,0
56CBEE02,5,16,2,4,3,3,11,232,2,8,2,20160530,4.00,3,121,301
56CBFB15,5,90,2,4,3,3,8,212,1,9,8,20160628,4.00,0,0,1
56CC0323,5,90,2,4,3,3,8,212,2,9,3,0,4.00,0,0,0
56CC0828,5,90,2,4,4,4,12,187,1,9,8,0,4.00,0,0,0
56CC1137,5,90,2,4,4,4,12,187,1,9,3,0,4.00,0,0,0
56CC2A62,5,16,2,4,4,4,12,46,1,8,1,20160524,3.00,4,115,240
56CC5101,5,16,2,4,4,4,12,46,1,9,1,20160509,2.00,1,63,258
56CCBA06,5,83,2,5,3,8,36,470,2,9,13,0,1.25,0,0,0
56CCBD09,5,83,2,5,3,8,36,470,2,9,13,0,1.25,0,0,0
56CCC113,5,83,2,5,3,8,36,470,2,9,13,0,1.25,0,0,0
56CCC517,5,83,2,5,3,8,37,471,1,9,13,0,1.25,0,0,0
56CCC820,5,83,2,5,3,8,37,471,1,9,13,0,1.25,0,0,0
56CCCB23,5,83,2,5,3,8,37,471,1,9,13,0,1.25,0,0,0
56CD1395,5,38,2,1,3,11,20,197,1,2,14,20160318,8.00,5,18,189
56CD1597,5,38,2,1,4,10,12,195,1,2,14,20160315,8.00,2,32,353
56CDFE30,5,75,2,1,4,13,68,312,3,8,2,20160316,1.00,0,42,122
56CE0537,5,75,2,1,4,13,68,312,3,2,2,20160317,1.00,0,18,64
56CE0A42,5,75,2,1,4,13,68,312,3,8,8,20160317,1.50,0,134,19
56CFC989,5,36,2,4,4,4,12,122,1,8,11,20160512,5.00,4,4,386
56CFE113,5,34,2,4,3,3,11,90,1,8,2,20160511,5.00,3,71,262
56CFEA22,5,34,2,4,3,3,11,90,2,8,12,20160513,5.00,5,18,378
56CFF735,5,90,2,4,3,3,8,212,2,9,2,0,2.50,0,0,0
56CFFF43,5,90,2,4,3,3,8,212,2,9,8,0,2.50,0,0,0
56D00E58,5,90,1,4,3,3,10,213,2,9,3,0,2.50,0,0,0
56D01565,5,15,1,4,3,3,10,213,2,9,2,0,2.50,0,0,0
56D01A70,5,15,2,4,3,3,8,212,1,9,8,0,2.50,0,0,0
56D01F75,5,15,2,4,3,3,8,212,2,9,2,0,2.50,0,0,0
56D02F91,5,87,2,4,3,3,8,212,2,9,1,0,3.00,0,0,0
56D03496,5,87,2,4,3,3,8,212,1,9,8,0,3.00,0,0,0
56D03901,5,87,2,4,3,3,8,212,2,9,3,0,3.00,0,0,0
56D04008,5,87,2,4,4,4,12,187,1,9,3,0,4.00,0,0,0
56D04412,5,87,2,4,4,4,12,187,1,9,1,0,4.00,0,0,0
56D05024,5,87,2,4,4,4,12,187,1,9,8,0,4.00,0,0,0
56D0A206,5,75,2,1,4,13,68,385,1,8,2,20160316,1.00,0,107,5
56D0A509,5,75,2,1,4,13,68,385,1,8,5,20160316,1.00,0,58,43
56D0A711,5,75,2,1,4,13,68,385,3,8,8,20160316,1.00,0,56,27
56D0AB15,5,75,2,1,4,13,68,385,1,8,2,20160316,1.00,0,56,51
56D0B626,5,75,2,1,4,13,68,386,3,8,2,20160317,1.50,0,105,101
56D0B929,5,75,2,1,4,13,68,386,3,8,8,20160317,1.50,0,109,15
56D0BB31,5,75,2,1,4,13,68,386,3,8,8,20160316,1.50,0,106,46
56D0C238,5,75,2,1,4,13,68,386,1,2,13,20160317,1.50,0,71,61
56D0CB47,5,75,2,1,4,13,68,315,3,8,3,20160316,1.50,0,28,117
56D0CD49,5,75,2,1,4,13,68,315,3,8,8,20160316,1.50,0,101,20
56D0DA62,5,75,2,1,4,13,68,313,3,2,9,20160317,2.50,0,52,166
56D0E573,5,75,2,1,4,13,68,313,3,2,3,20160317,2.00,0,45,45
56D0EC80,5,75,2,1,4,13,68,313,3,2,2,20160317,2.00,0,53,104
56D0F185,5,75,2,1,4,13,68,313,3,2,2,20160316,1.50,0,23,133
56E73888,5,16,2,2,3,3,6,106,1,8,1,20160503,4.00,9,33,344
56E90E58,5,9,2,4,4,4,9,246,2,2,11,20160503,5.00,3,59,243
56E90C56,5,9,2,4,4,4,9,246,2,2,1,20160503,5.00,3,14,330
56EB6961,5,90,1,4,4,4,9,265,2,9,2,0,4.00,0,0,0
56EB6F67,5,87,1,4,4,4,9,265,2,9,1,0,4.00,0,0,0
56EB8084,5,87,1,4,4,4,9,265,2,9,3,0,4.00,0,0,0
56EB8C96,5,87,1,4,4,4,9,265,2,9,2,0,4.00,0,0,0
56EE8557,5,28,2,1,4,13,69,467,3,8,1,20160411,5.00,1,16,101
56EEAE98,5,11,2,1,3,8,15,532,2,10,1,0,5.00,0,0,0
56EEB707,5,11,2,1,3,8,16,533,1,10,1,0,5.00,0,0,0
56EFC678,5,56,2,1,3,11,20,416,1,2,2,20160509,3.00,1,39,223
56EFCC84,5,56,2,1,3,11,20,416,1,2,4,20160510,3.00,10,17,202
56EFD088,5,56,2,1,3,11,20,416,1,2,10,20160510,3.00,10,14,205
56EFD492,5,56,2,1,3,11,20,416,1,2,2,20160523,3.00,3,26,224
56EFDA98,5,56,2,1,3,11,28,415,2,2,2,20160523,3.00,3,46,215
56EFE206,5,56,2,1,3,11,28,415,2,2,1,20160507,3.00,0,37,215
56EFE711,5,56,2,1,3,11,28,415,2,2,1,20160503,3.00,0,27,232
56EFEC16,5,56,2,1,4,10,12,397,1,2,2,20160523,2.00,4,185,81
56EFF323,5,56,2,1,4,10,12,397,1,2,10,20160511,2.00,3,52,38
56F00339,5,56,2,1,3,11,28,415,2,2,3,20160510,3.00,2,19,214
56F00C48,5,56,2,1,4,10,9,396,2,2,11,20160525,2.00,6,28,297
56F01456,5,56,2,1,4,10,9,396,2,2,2,20160510,2.00,2,74,137
56F01D65,5,56,2,1,4,10,9,396,2,2,11,20160510,2.00,2,31,208
56F02472,5,56,2,1,4,10,9,396,2,2,1,20160510,2.00,2,22,381
56F03F99,5,32,2,1,4,13,30,119,1,2,10,20160502,4.00,2,29,79
56F04505,5,32,2,1,4,13,30,119,1,2,4,20160502,4.00,2,48,45
56F04A10,5,32,2,1,4,13,30,119,3,2,2,20160502,4.00,2,62,28
56F04F15,5,32,2,1,4,13,30,119,1,8,2,20160331,4.00,0,56,18
56F05521,5,60,2,1,4,13,26,372,2,8,5,20160406,4.00,3,17,164
56F05A26,5,60,2,1,4,13,26,372,3,8,2,20160406,4.00,3,13,167
56F06133,5,60,2,1,4,13,26,372,3,8,11,20160405,4.00,2,16,26
5712F080,5,11,2,5,3,3,11,17,1,8,11,20160302,5.00,2,110,105
57133246,5,27,2,1,4,13,69,345,2,2,2,20160303,5.00,0,34,209
57133F59,5,27,2,1,4,13,46,346,3,2,8,20160303,5.00,0,55,19
57134161,5,27,2,1,4,13,46,346,1,2,2,20160303,5.00,0,17,163
57159F67,5,13,2,2,4,4,12,77,1,2,2,20160511,8.00,0,44,130
572ED319,5,56,2,1,4,10,9,396,2,2,5,20160511,2.00,3,29,286
572EDF31,5,26,2,1,3,11,28,160,2,8,1,0,10.00,0,0,0
572EEB43,5,26,2,1,3,11,28,160,2,8,2,0,10.00,0,0,0
572EF957,5,68,2,1,4,13,53,310,3,2,9,0,8.00,0,0,0
5733F129,5,33,2,5,4,15,41,203,1,2,11,0,7.50,0,0,0
5733FA38,5,33,2,5,4,15,41,203,1,2,13,0,6.50,0,0,0
57340852,5,80,2,5,4,15,48,196,1,8,13,0,3.50,0,0,0
57341262,5,80,2,5,4,15,48,196,1,8,13,0,4.50,0,0,0
57341C72,5,50,2,5,4,15,48,196,1,8,2,0,5.00,0,0,0
57522460,5,16,2,5,4,4,9,26,2,8,2,20160602,6.50,6,27,116
57522662,5,16,2,5,4,4,9,26,2,8,2,20160709,6.50,3,14,0
57523A82,5,16,2,5,4,4,9,26,2,8,2,20160708,6.50,2,15,0
57524088,5,16,2,5,4,4,12,46,1,2,10,0,6.50,0,24,56
5.75E+06,5,16,2,5,4,4,12,46,1,2,2,20160528,6.50,1,24,90
57525105,5,16,2,5,4,4,12,46,1,2,2,20160615,6.50,0,20,99
57525D17,5,16,2,5,3,3,10,104,1,8,10,20160601,6.50,5,24,71
57526929,5,16,2,5,3,3,10,104,1,8,11,20160531,6.50,4,24,143
57743581,5,24,2,5,4,4,12,193,1,8,9,20160427,4.00,3,26,369
5774C626,5,9,2,5,4,4,12,222,1,8,1,20160501,6.50,7,171,488
577C5662,5,16,2,5,3,3,6,234,1,2,4,20160607,6.50,4,14,102
577C5B67,5,16,2,5,3,3,6,234,1,2,2,20160610,6.50,7,10,99
577C6072,5,16,2,5,3,3,6,234,1,2,2,20160623,6.50,6,6,81
57931181,5,33,2,5,4,15,41,203,1,8,2,0,6.50,0,0,0
57935347,5,33,2,5,4,15,41,203,1,8,2,0,6.50,0,0,0
579C2707,5,45,2,2,4,15,43,164,2,8,11,0,4.00,0,0,0
579C2909,5,45,2,2,4,15,43,164,2,8,4,0,4.00,0,0,0
579C3925,5,118,2,5,4,15,48,436,1,8,13,0,3.00,0,0,0
579C4537,5,118,2,5,4,15,48,436,1,8,13,0,3.00,0,0,0
5803C634,5,9,1,4,4,4,9,265,2,9,2,0,2.50,0,0,0
581A6F35,5,38,2,1,3,11,28,200,2,2,2,20160620,9.00,3,61,285
58212A58,5,26,2,1,4,10,9,301,2,2,4,20160517,5.00,2,192,336
58213D77,5,26,2,1,4,10,12,56,1,2,5,20160516,5.00,1,329,369
58251258,5,14,1,4,4,4,9,265,2,9,2,0,1.50,0,0,0
58A90537,5,32,2,5,4,13,29,118,3,2,1,20160708,4.00,1,68,0
58A90840,5,32,2,5,4,13,29,118,3,2,8,20160708,4.00,1,36,0
58A9FB83,5,6,1,5,3,3,6,79,1,10,2,20160530,3.00,3,156,248
56DB5545,5,36,2,4,4,4,9,230,2,8,2,20160509,5.00,1,160,88
55FF5929,5,4,1,4,3,3,10,55,2,10,2,20160309,6.50,0,71,114
55CA0C84,5,4,2,4,4,4,9,54,2,8,2,20160121,7.50,0,11,298
55C9E747,5,33,2,2,3,8,24,201,1,9,2,20160107,5.00,11,13,157
55CD8674,5,6,2,7,4,4,12,154,1,8,2,20160213,10.00,6,23,326
55C9D832,5,33,2,2,3,8,25,249,2,9,13,20160106,5.00,10,58,55
566E5137,5,6,2,1,4,4,9,339,2,2,9,20160308,9.00,9,119,193
566E8791,5,9,2,1,4,4,9,188,2,2,11,20160308,8.00,9,152,78
569CB109,5,9,2,1,4,4,9,211,2,8,2,20160511,3.00,3,13,315
569CD040,5,53,2,1,3,3,10,210,2,2,2,20160503,6.50,23,1,173
569CBA18,5,52,2,1,4,4,12,214,1,8,1,20160502,5.00,2,158,127
56D67597,5,7,2,7,4,4,12,233,1,2,3,20160324,7.50,0,77,214
56D6B662,5,1,2,5,3,3,10,99,2,2,3,20160215,6.50,1,97,115
56057F03,5,9,1,4,4,4,12,155,1,10,2,20160229,6.50,1,110,160
56059626,5,9,1,4,4,4,12,155,1,10,1,20160301,6.50,2,85,103
5606D242,5,84,2,1,4,15,33,378,1,8,13,20160222,5.00,1,4,301
56056577,5,9,2,7,4,4,9,188,2,2,2,20160314,9.00,1,126,182
56057997,5,9,1,4,4,4,12,155,1,10,2,20160229,6.50,1,141,91
55DCF222,5,13,2,2,4,4,12,156,1,2,2,20160301,8.00,2,48,238
55DDE060,5,1,2,4,3,3,8,162,2,8,2,20160102,4.00,2,21,151
55DDD549,5,1,2,4,3,3,8,162,1,8,1,20151230,4.00,0,44,142
55DB4B99,5,80,2,1,4,15,48,436,1,8,4,20160209,4.50,2,46,82
55DB3476,5,92,2,1,4,15,43,164,2,8,1,20160128,4.00,0,36,167
5645E993,5,7,2,2,3,3,8,190,1,2,8,20160320,10.00,7,21,212
5.64E+82,5,9,2,7,4,4,9,188,2,9,2,20160328,9.00,1,45,65
5616DE50,5,33,2,2,4,15,41,143,1,9,3,20160330,4.00,0,18,22
5616C929,5,33,2,2,3,8,24,201,1,9,1,20160402,4.00,2,26,88
56154642,5,16,1,4,3,3,8,217,1,10,1,20160318,2.50,5,62,139
565F0723,5,16,1,4,4,4,9,26,2,10,1,20160330,3.00,0,64,129
565EE488,5,14,2,4,4,4,9,26,2,9,5,20160426,3.00,0,354,374
563D3969,5,5,1,1,3,3,8,59,1,10,1,20160402,5.00,6,27,281
563D2549,5,9,1,1,4,4,9,188,2,10,5,20160328,6.50,1,94,128
563CEC92,5,3,2,2,3,3,10,318,2,8,11,20160330,8.00,17,53,103
563CB133,5,16,2,2,4,4,9,167,2,8,12,20160401,5.00,19,19,424
563D6715,5,9,1,1,3,3,8,498,1,10,1,0,4.00,0,85,274
563CE686,5,16,2,2,4,4,9,167,2,8,11,20160322,5.00,9,22,107
5665F901,5,9,2,1,4,4,9,211,2,2,2,20160315,6.50,2,91,253
56409630,5,19,2,1,3,8,16,82,1,2,1,20160408,3.50,0,36,25
56408210,5,50,2,1,3,8,15,540,2,8,1,20160422,6.50,5,14,109
56569A66,5,53,2,1,4,4,12,214,1,8,2,20160418,5.00,1,56,350
56566715,5,53,2,1,4,4,12,214,1,8,2,20160420,6.50,3,19,150
56565193,5,9,2,1,4,4,12,214,1,8,1,20160420,4.00,3,34,413
56564985,5,9,2,1,4,4,12,214,1,9,2,20160421,3.00,4,24,397
56563D73,5,52,2,1,4,4,12,214,1,8,2,20160421,5.00,4,45,408
56563666,5,52,2,1,4,4,12,214,1,8,2,20160421,6.50,4,8,139
5.66E+62,5,52,2,1,4,4,12,214,1,8,1,20160420,6.50,3,75,280
56562650,5,52,2,1,4,4,12,214,1,8,1,20160419,5.00,2,171,84
5654C698,5,13,2,2,4,4,12,77,1,2,1,20160329,8.00,2,105,183
56585610,5,34,1,2,3,3,10,194,2,10,2,20160329,7.50,2,97,151
55C75084,5,4,2,4,4,4,12,152,1,9,8,20160123,8.00,0,10,295
565F2553,5,14,2,4,4,4,12,46,1,9,2,20160409,3.00,0,238,21
56474C48,5,16,1,4,4,4,12,46,1,10,10,20160418,3.50,1,99,334
565C7A70,5,33,2,1,4,15,41,163,1,8,1,20160422,6.50,5,27,135
565D4E82,5,16,2,2,4,4,12,171,1,8,2,20160304,4.00,5,79,92
565E7274,5,9,1,2,4,4,9,246,2,10,2,20160328,4.00,1,211,269
565C1D77,5,16,2,4,3,3,8,217,1,9,8,20160426,2.50,0,148,55
565F5804,5,16,2,4,3,3,6,234,1,9,1,20160503,2.50,16,70,227
565F5D09,5,14,2,4,3,3,10,104,2,9,2,20160418,3.00,1,114,67
565E9711,5,2,2,4,4,4,9,45,2,8,11,20160511,5.00,3,43,564
565BF739,5,6,2,4,4,4,12,44,1,9,2,20160420,2.50,3,138,178
565E7E86,5,9,1,2,4,4,9,246,2,10,11,20160328,4.00,1,97,188
56142452,5,9,2,1,3,3,8,498,2,2,2,20160317,6.50,0,35,110
5614C008,5,9,2,2,4,15,40,247,2,9,2,20160408,4.00,5,41,54
55C9B092,5,33,2,2,4,15,40,142,2,8,2,20151231,8.00,4,36,201
55C99262,5,33,2,2,3,8,25,249,1,8,1,20160103,6.50,7,25,124
56D6E408,5,53,2,1,3,3,10,210,2,2,9,20160311,4.00,0,47,8
56D6C678,5,9,1,2,3,3,11,465,2,8,2,20160424,4.00,7,70,93
56065012,5,9,1,1,3,3,11,391,1,10,2,20160315,5.00,2,109,72
56065820,5,6,2,1,3,3,10,474,2,2,9,20160331,9.00,0,97,177
5.61E+50,6,4,2,1,4,4,12,152,1,8,2,0,10.00,0,1,1
55DDBF27,5,84,1,1,4,15,33,378,1,9,8,20160102,4.00,2,30,339
55DA4840,5,2,2,7,4,4,9,100,2,2,1,20160205,9.00,5,17,179
55DCE509,5,13,2,2,4,4,12,77,1,2,2,20160303,9.00,4,35,235
55DE2B35,5,1,2,4,3,3,6,94,1,8,9,20151229,3.00,0,30,112
56449A58,5,34,2,2,3,3,8,242,1,2,1,20160331,8.00,4,76,111
56A50642,5,9,2,1,4,4,9,211,2,8,9,20160503,5.00,3,58,195
569CC832,5,9,2,1,3,3,10,210,2,8,10,20160510,3.00,10,48,207
569CCC36,5,9,2,1,3,3,10,210,2,8,2,20160517,3.00,2,112,142
569CAE06,5,9,2,1,4,4,9,211,2,8,3,20160504,4.00,0,26,297
5.62E+200,5,10,2,2,4,4,9,14,2,2,2,20160223,9.00,2,13,218
5654B076,5,45,2,1,4,15,43,164,2,8,13,20160408,4.50,0,39,163
5655DF79,5,9,1,1,3,3,11,391,1,10,11,20160403,5.00,0,23,85
5655FE10,5,87,2,1,3,3,6,189,1,2,2,20160329,7.50,2,54,141
56564480,5,9,2,1,4,4,12,214,1,8,2,20160422,4.00,5,31,283
563CC856,5,16,2,2,4,4,9,167,2,8,5,20160319,5.00,6,16,214
563C8690,5,16,2,2,4,4,9,167,2,8,2,20160319,5.00,6,14,242
563C9A10,5,16,2,2,4,4,9,167,2,8,1,20160329,5.00,16,45,295
563D5092,5,5,1,1,3,3,8,59,1,10,2,20160330,5.00,3,61,105
563CA420,5,16,2,2,4,4,9,167,2,8,11,20160323,5.00,10,23,252
563D1937,5,9,1,1,4,4,9,188,2,10,11,20160329,6.50,2,134,113
563D0113,5,9,1,1,4,4,9,188,2,10,1,20160329,6.50,2,47,375
56353C24,5,34,2,2,3,3,6,381,1,2,8,20160412,9.00,2,98,67
56354A38,5,13,2,2,3,3,8,108,1,2,2,20160331,6.50,0,59,110
56585206,5,34,1,2,3,3,10,194,2,10,2,20160404,7.50,4,86,184
56584391,5,7,2,1,3,3,6,13,1,2,2,20160329,9.00,2,86,91
5655DC76,5,9,1,1,3,3,11,391,1,10,2,20160403,5.00,3,65,82
5658C016,5,13,2,2,4,4,12,77,1,2,2,20160329,8.00,2,85,150
56567C36,5,53,2,1,4,4,12,214,1,8,2,20160421,5.00,4,33,473
56567529,5,53,2,1,4,4,12,214,1,8,2,20160418,5.00,1,101,420
565C3197,5,33,2,1,4,15,41,163,1,8,1,20160418,6.50,1,35,200
565D6707,5,34,2,7,3,3,11,90,1,8,2,20160321,8.00,1,68,180
565C8480,5,33,2,1,4,15,41,163,1,8,2,20160526,6.50,6,27,258
565D8739,5,16,2,2,3,3,10,318,2,8,5,20160405,5.00,5,17,249
565E9E18,5,2,2,4,4,4,9,45,2,8,12,20160521,5.00,2,3,3
565C0957,5,6,2,4,4,4,12,44,1,9,5,20160420,2.50,3,62,316
565F6719,5,14,2,4,3,3,10,104,2,9,3,20160418,3.00,1,112,294
565F4080,5,14,2,4,4,4,12,46,1,9,10,20160412,3.00,2,135,120
565C1771,5,16,2,4,3,3,8,217,1,9,2,20160426,2.50,0,149,71
565E8D01,5,9,1,2,4,4,9,246,2,10,11,20160328,4.00,1,106,350
565EBD49,5,16,2,4,4,4,12,46,1,9,1,20160407,3.00,7,163,38
56144888,5,2,2,7,4,4,9,45,2,8,5,20160322,5.00,0,86,126
5614C513,5,9,2,2,4,15,40,247,2,9,2,20160408,4.00,5,19,59
56143670,5,2,2,7,4,4,9,45,2,8,11,20160323,5.00,0,12,330
565F2E62,5,14,2,4,4,4,12,46,1,9,2,20160412,3.00,2,204,237
565F3771,5,14,2,4,4,4,12,46,1,9,8,20160411,3.00,1,187,61
565EC860,5,16,2,4,4,4,12,46,1,9,1,20160410,3.00,10,91,23
565B4D69,5,9,2,2,4,4,12,155,1,2,2,20160429,9.00,5,35,439
565E7B83,5,9,1,2,4,4,9,246,2,10,5,20160329,4.00,2,57,459
565D5C96,5,7,2,2,4,4,12,171,1,8,8,20160305,8.00,6,97,129
565B5779,5,10,2,2,3,3,10,15,2,2,2,20160331,8.00,4,22,242
55CAFC24,5,45,2,1,4,15,43,435,2,8,2,20151231,4.00,0,40,156
55CAAA42,5,45,2,1,4,15,43,164,2,8,13,20160223,4.50,2,48,153
55CA0072,5,4,2,1,3,3,10,55,2,2,2,20160221,12.50,0,14,273
566FAB83,5,2,2,16,3,3,10,112,2,2,2,20160315,5.00,2,109,51
56B08989,5,16,2,4,3,3,8,217,2,9,5,20160310,2.50,0,51,262
5606E763,5,10,2,4,3,3,10,15,2,9,3,20160301,4.00,2,45,110
56058C16,5,9,1,4,4,4,12,155,1,10,5,20160229,6.50,1,144,92
55DB6A30,5,83,2,5,3,8,37,365,1,9,13,20160128,3.00,0,39,9
55DB3B83,5,80,2,1,4,15,48,436,1,8,8,20160209,4.00,2,29,256
56460824,5,11,1,2,3,3,6,84,1,10,2,20160325,3.00,12,48,119
56A51C64,5,9,2,1,4,4,9,211,2,8,11,20160508,6.50,0,19,81
569CBE22,5,52,2,1,4,4,12,214,1,8,1,20160428,5.00,0,58,89
565F0117,5,16,1,4,4,4,9,26,2,10,11,20160330,3.00,0,62,157
565F1335,5,16,1,4,4,4,9,26,2,10,5,20160330,3.00,0,131,73
565F1C44,5,16,1,4,4,4,9,26,2,10,12,20160331,3.00,0,90,87
56C45456,5,9,2,4,4,4,12,406,1,9,2,20160524,4.00,9,153,269
55BEBC88,5,13,2,2,4,4,12,77,1,8,2,20160104,9.00,8,71,275
55BF5945,5,13,2,2,3,3,6,277,1,8,2,20151230,6.50,0,18,187
55BEBB87,5,13,2,2,4,4,12,77,1,8,1,20160104,9.00,8,97,153
